text,Toxic/Indecent,Medical/Biological,Multiple Meanings,Related to LGBT/Other,sentence_length
Умерен брой сегментоядрени левкоцити.,0,0,0,0,37
"Гинеколожката каза , че е добре .",0,0,0,0,33
Правих и СА 125 излезе 4.80 при стойности под 35 .,0,0,0,0,50
Какво да пия срещу ЧПВ  помогнете ако можете .,0,0,0,0,46
"На 04.01.22г ми откриха две кисти едната е 3,52 мм другата 2 мм бях без цикъл близо 75 дни .",0,0,0,0,92
На 25.12.21 г ми прицапа и така по една розова капка само 11 дни и затова отидох на гинеколог и така тези две кисти .,0,0,0,0,117
Трябваше да пия промолит нор 20 дни по 2.,0,0,0,0,41
"Спрях ги и на 3 ден ми дойде , сега ще видим дали са се спукали.",0,0,0,0,64
"Моля да ми кажете някакви добавки да пия за тези кисти , че не искам да пия хормони .",0,0,0,0,85
"Взех си на своя глава и вече 4 дена пия Инозитол 500мг по 1 таблетка , виузид по едно прахче , витамин В2, тинктура за гинекологична подкрепа , бял Трън , лечебни гъби , астаксантин и вечерна Иглика по2 на ден .",0,0,0,0,211
Септември като правих изследвания LH беше в норма ама FSH беше 40 при стойности до 8.,0,0,0,0,85
Ако можете да ми помогнете за някоя добавка за моята възраст 43 години ще съм ви много - благодарна.,0,0,0,0,100
Страх ме е от тези хормони пих ги 2 години от 2018 до януари 2020 г.,0,0,0,0,68
Благодаря ви предварително!,0,0,0,0,27
"Тук може да получите консултация и съвет за симптоми, диагностика и лечение на тези проблеми.",0,0,0,0,93
"На вашите въпроси отговаря медицинския екип на ""Фрамар"".Вагиналната инфекция е често срещан проблем.",0,0,0,0,100
"Тя може да бъде причинена от бактерии, гъбички или вируси.",0,0,0,0,58
"Химикали в измивни продукти, спрейове или дори дрехи, които могат да влязат в контакт с интимната област, могат да раздразнят деликатната кожа и лигавица.Различните състояния, които причиняват инфекция или възпаление на влагалището, се обединяват с термина ""вагинит"".",0,0,0,0,267
"Най-често срещаните видове са бактериална вагиноза, гъбична инфекция, хламидиална инфекция, гонорея, реакция към алергени, трихомониаза, вирусен вагинит.",0,0,0,0,153
"Чести симптоми са: зачервяване и сърбеж във вагиналната област, вагинално течение, жълто-зелен секрет от влагалището, лоша миризма на вагиналното течение, вагинално зацапване, вагинално дразнене и болка, кървене след полов акт, болка и парене при уриниране.Анормалното вагинално кървене е всяко вагинално кървене, несвързано с нормалната менструация.",0,0,0,0,350
Този тип кървене може да включва зацапване на малки количества кръв между менструациите или тежко кървене.Анормалното вагинално кървене може да бъде свързано с проблем с репродуктивната система или с други медицински проблеми или някои лекарства.,0,0,0,0,246
"Става въпрос за зеленикав секрет (понякога бял и прозрачен) и неприятна миризма във вагиналната област от много години, не ежедневен но доста чест.",0,0,0,0,147
"Нямам сърбеж или парене, просто бърза загуба на свежестта въпреки ежедневната хигиенна грижа.",0,0,0,0,93
Възможно ли е да дам секрет за изследване в лаборатория и да се види какъв е проблемът на базата само на резултатите?,0,0,0,0,117
Явно става въпрос за някаква бактерия.,0,0,0,0,38
"Моля за съвет, как се лекува.",0,0,0,0,29
"Става въпрос за зеленикав секрет (понякога бял и прозрачен) и неприятна миризма във вагиналната област от много години, не ежедневен но доста чест.",0,0,0,0,147
"Нямам сърбеж или парене, просто бърза загуба на свежестта въпреки ежедневната хигиенна грижа.",0,0,0,0,93
Възможно ли е да дам секрет за изследване в лаборатория и да се види какъв е проблемът на базата само на резултатите?,0,0,0,0,117
Явно става въпрос за някаква бактерия.,0,0,0,0,38
"Моля за съвет, как се лекува.Здравейте, Mincheva!Материалът (вагинален секрет) за изследване се взема от лекар специалист.",0,0,0,0,122
"Моят проблем започна още преди 1 година, когато започнах да водя полов живот с приятеля ми.",0,0,0,0,91
"По време на полов акт и досега винаги съм имала повърхностна болка при проникването, болка при дълбоко проникване, а от близо 5месеца имам и силна болка в яйчниците.",0,0,0,0,165
"Тогава реших да отида на гинеколог и след направен контролен преглед на магарето, той ми каза, че най-вероятно имам гъбична инфекция, защото имах и леко влагалищно течение.",0,0,0,0,172
"Изписа ми Микомакс, Клотримазол крем и глобули.",0,0,0,0,47
"Каза, че приятеля ми също трябва да се лекува с Микомакс и Клотримазол крею.",0,0,0,0,76
"Направихме курса на лечение, но след това проблема пак се върна с пълна сила.",0,0,0,0,77
"Вече имах и парене по време на полов акт, парене и болка при уриниране и МНОГО болезнено подуване на малките срамни устни.",0,0,0,0,122
"Свързах се със същия лекар, каза ми да повторя лечението.",0,0,0,0,57
"Този път нямаше никакви изгледи на подобряване, при което преди месец записах час при друг гинеколог.",0,0,0,0,101
"Помолих да ми бъде направено микробиологично изследване на влагалищен секрет, при което резултатът беше наличие на стафилококова бактерия!",0,0,0,0,138
От антибиограмата лекарят ми изписа Лефлокс за 1седмица.,0,0,0,0,56
"В началото имах някакво подобрение, но всеки път след полов акт с приятеля ми изпитвам същото парене, подуване и болка в яйчниците.",0,0,0,0,131
"Той няма никакви симптоми, но тази седмица е на преглед за всеки случай.",0,0,0,0,72
"Направо не знам какво да направя вече, лутам се от лекари на лекари и без никакъв ефект...",0,0,0,0,90
Моля дайте ми съвет!,0,0,0,0,20
"Моят проблем започна още преди 1 година, когато започнах да водя полов живот с приятеля ми.",0,0,0,0,91
"По време на полов акт и досега винаги съм имала повърхностна болка при проникването, болка при дълбоко проникване, а от близо 5месеца имам и силна болка в яйчниците.",0,0,0,0,165
"Тогава реших да отида на гинеколог и след направен контролен преглед на магарето, той ми каза, че най-вероятно имам гъбична инфекция, защото имах и леко влагалищно течение.",0,0,0,0,172
"Изписа ми Микомакс, Клотримазол крем и глобули.",0,0,0,0,47
"Каза, че приятеля ми също трябва да се лекува с Микомакс и Клотримазол крею.",0,0,0,0,76
"Направихме курса на лечение, но след това проблема пак се върна с пълна сила.",0,0,0,0,77
"Вече имах и парене по време на полов акт, парене и болка при уриниране и МНОГО болезнено подуване на малките срамни устни.",0,0,0,0,122
"Свързах се със същия лекар, каза ми да повторя лечението.",0,0,0,0,57
"Този път нямаше никакви изгледи на подобряване, при което преди месец записах час при друг гинеколог.",0,0,0,0,101
"Помолих да ми бъде направено микробиологично изследване на влагалищен секрет, при което резултатът беше наличие на стафилококова бактерия!",0,0,0,0,138
От антибиограмата лекарят ми изписа Лефлокс за 1седмица.,0,0,0,0,56
"В началото имах някакво подобрение, но всеки път след полов акт с приятеля ми изпитвам същото парене, подуване и болка в яйчниците.",0,0,0,0,131
"Той няма никакви симптоми, но тази седмица е на преглед за всеки случай.",0,0,0,0,72
"Направо не знам какво да направя вече, лутам се от лекари на лекари и без никакъв ефект...",0,0,0,0,90
"Моля дайте ми съвет!Здравейте, MirelaArmenska!Съветваме Ви отново да си направите микробиологично изследване на вагинален секрет, както и изследване за хламидии.",0,0,0,0,161
"Става въпрос за зеленикав секрет (понякога бял и прозрачен) и неприятна миризма във вагиналната област от много години, не ежедневен но доста чест.",0,0,0,0,147
"Нямам сърбеж или парене, просто бърза загуба на свежестта въпреки ежедневната хигиенна грижа.",0,0,0,0,93
Възможно ли е да дам секрет за изследване в лаборатория и да се види какъв е проблемът на базата само на резултатите?,0,0,0,0,117
Явно става въпрос за някаква бактерия.,0,0,0,0,38
"Моля за съвет, как се лекува.Здравейте, Mincheva!Материалът (вагинален секрет) за изследване се взема от лекар специалист.",0,0,0,0,122
"Подходящата терапия също се назначава от лекар въз основа на оплакванията Ви и резултата от изследването.Съветваме Ви да отидете на преглед при акушер-гинеколог.Повече информация за изследването може да прочетете тук: Изследване на вагинален секретС уважение,Медицински екип на ""Фрамар""Здравейте отново.",0,0,0,0,303
"Това за прегледа е ясно, но аз питам дали има начин без предварителен преглед.",0,0,0,0,78
"Чувала съм например,че може да се даде в лаборатория секрет на ежедневна превръзка и след това вече с резултатите да се отиде при гинеколог.",0,0,0,0,140
Възможен ли е този начин наистина?,0,0,0,0,34
"Силно ме интересува, защото не съм ходила никога на гинекологичен преглед и много се притеснявам.",0,0,0,0,97
"Това за прегледа е ясно, но аз питам дали има начин без предварителен преглед.",0,0,0,0,78
"Чувала съм например,че може да се даде в лаборатория секрет на ежедневна превръзка и след това вече с резултатите да се отиде при гинеколог.",0,0,0,0,140
Възможен ли е този начин наистина?,0,0,0,0,34
"Силно ме интересува, защото не съм ходила никога на гинекологичен преглед и много се притеснявам.Не е уместно да се изследва по начина, който описвате.Освен това е силно препоръчително всяка жена периодично да ходи на профилактичен гинекологичен преглед с цел превенция и ранно откриване на заболявания.Зелен секрет насочва към инфекция.",0,0,0,0,337
"Съобщавате, че този проблем е с давност много години, което означава, че инфекцията вече може да е причинила и усложнения и последствия.",0,0,0,0,136
"Нямам никакви усложнения,освен бързата загуба на свежестта.",0,0,0,0,59
"Партньор все още не съм имала.На пазара има таблетки за вагинални инфекции на свободна продажба без рецепта,но не знам дали е препоръчително да се ползват предвид факта,че все още не съм имала партньор.",0,0,0,0,202
"Знам,че като лекар няма как да не препоръчате преглед",0,0,0,0,53
"Нямам никакви усложнения,освен бързата загуба на свежестта.",0,0,0,0,59
"Партньор все още не съм имала.На пазара има таблетки за вагинални инфекции на свободна продажба без рецепта,но не знам дали е препоръчително да се ползват предвид факта,че все още не съм имала партньор.",0,0,0,0,202
"Знам,че като лекар няма как да не препоръчате прегледНяма как да прецените сама дали нямате усложнения, понякога те нямат изявена симптоматика.",0,0,0,0,143
"Освен загуба на свежест, имате ли зеленикав секрет, за какъвто споменавате в по-горен пост?",0,0,0,0,91
Това е признак на инфекция.Вагиналните таблетки без рецепта могат да се използват като допълнително средство към основната терапия за лечение на вагинална инфекция.,0,0,0,0,164
"Употреба само на такива таблетки без рецепта няма да излекува инфекцията.Ако имате само бърза загуба на свежест без други симптоми, би могло да опитате само с вагинални таблетки, които не изискват лекарско предписание.",0,0,0,0,218
Днес резултатите бяха готови ходих до лабораторията ...,0,0,0,0,55
"Кандида албиканс и ми изписаха Macmiror 500 вагинални капсули 12 на брой,предписани наред с други лекарства, но това нещо направо ми помрачи целия ден!",0,0,0,0,151
"Тия ""вагинални"" капсули са някаква гадост.",0,0,0,0,42
"Събудих се с такова течение, че чак се изплаших.",0,0,0,0,48
Капсулите са жълти и течението беше точно в този цвят.,0,0,0,0,54
"Ама то да беше като нормалното течение ок, ама товааа....",0,0,0,0,57
"изцапах си пижамката, стаята, банята...",0,0,0,0,39
"все едно някакакъв обилен кръвоизлив, само че жълт.",0,0,0,0,51
Това нормално ли е?,0,0,0,0,19
"Явно тази капсула се е ""разтворила"" или може би ""разпуснала"" в мен, направо не знаех какво да правя .",0,0,0,0,101
Нямам никакво намерение да си слагам отново такава капсула.,0,0,0,0,59
Някоя от вас да е чувала за тези капсули или да ги е ползвала?Дано поне някоя от вас да ми отговори P.s ето резултатите от МКБ,0,0,0,0,126
Днес резултатите бяха готови ходих до лабораторията ...,0,0,0,0,55
"Кандида албиканс и ми изписаха Macmiror 500 вагинални капсули 12 на брой,предписани наред с други лекарства, но това нещо направо ми помрачи целия ден!",0,0,0,0,151
"Тия ""вагинални"" капсули са някаква гадост.",0,0,0,0,42
"Събудих се с такова течение, че чак се изплаших.",0,0,0,0,48
Капсулите са жълти и течението беше точно в този цвят.,0,0,0,0,54
"Ама то да беше като нормалното течение ок, ама товааа....",0,0,0,0,57
"изцапах си пижамката, стаята, банята...",0,0,0,0,39
"все едно някакакъв обилен кръвоизлив, само че жълт.",0,0,0,0,51
Това нормално ли е?,0,0,0,0,19
"Явно тази капсула се е ""разтворила"" или може би ""разпуснала"" в мен, направо не знаех какво да правя .",0,0,0,0,101
Нямам никакво намерение да си слагам отново такава капсула.,0,0,0,0,59
"Някоя от вас да е чувала за тези капсули или да ги е ползвала?Дано поне някоя от вас да ми отговори P.s ето резултатите от МКБЗдравейте, Радина.Дълбокова!Възможно да има течение при разтваряне на таблетката.",0,0,0,0,207
Поставяйте вагиналните глобули вечер преди лягане възможно най-дълбоко във влагалището.Не е уместно да прекратявате по свое усмотрение назначената терапия.,0,0,0,0,155
В Германия съм и много ми е сложно ходенето при гинеколог.Нормално ли е да ми закъснее :(,0,0,0,0,89
От няколко месеца имам гъбички.,0,0,0,0,31
"Лекувала съм се с Микомакс, Кандизол, Канестен, Полижинакс, Гинексид, но няма оттърване.",0,0,0,0,88
"Бихме искали да разберем дали приятелят ми също има, но не знаем кое е нужното изследване.",0,0,0,0,90
Преди 2 дни си пусна микробиология на еякулат.,0,0,0,0,46
Това достатъчно ли е?,0,0,0,0,21
От няколко месеца имам гъбички.,0,0,0,0,31
"Лекувала съм се с Микомакс, Кандизол, Канестен, Полижинакс, Гинексид, но няма оттърване.",0,0,0,0,88
"Бихме искали да разберем дали приятелят ми също има, но не знаем кое е нужното изследване.",0,0,0,0,90
Преди 2 дни си пусна микробиология на еякулат.,0,0,0,0,46
"Това достатъчно ли е?Здравейте, Veri333!Не споменавате дали партньорът има симптоми.",0,0,0,0,84
"Моят проблем е,че една седмица след като ми свърши цикъла отново получавам някакво кафяво течение.Не е много обилно,но не е и малко.Какъв може да е проблема?",0,0,0,0,157
Благодаря,0,0,0,0,9
"Моят проблем е,че една седмица след като ми свърши цикъла отново получавам някакво кафяво течение.Не е много обилно,но не е и малко.Какъв може да е проблема?",0,0,0,0,157
"Съмнявам се, че ми се е насложила и някаква инфекция.",0,0,0,0,53
Купих си някакъв интимен крем за успокояване на кожата и лигавицата в интимната област с дезинфектиращ и хидратиращ ефект.,0,0,0,0,122
"Въпросът ми е, ако започна лечение за Кандида (обикновено провеждам интравагинално поставяне на Полижинакс за  7-10 дни и пия Дифлукан таблетка или две), дали е възможно да ми се влоши симптоматиката от охлузванията?",0,0,0,0,216
"Също дали е препоръчително да си правя бани с някакви успокояващи билки, например лайка, докато се успокоят симптомите?Благодаря!",0,0,0,0,129
"Съмнявам се, че ми се е насложила и някаква инфекция.",0,0,0,0,53
Купих си някакъв интимен крем за успокояване на кожата и лигавицата в интимната област с дезинфектиращ и хидратиращ ефект.,0,0,0,0,122
"Въпросът ми е, ако започна лечение за Кандида (обикновено провеждам интравагинално поставяне на Полижинакс за  7-10 дни и пия Дифлукан таблетка или две), дали е възможно да ми се влоши симптоматиката от охлузванията?",0,0,0,0,216
"Също дали е препоръчително да си правя бани с някакви успокояващи билки, например лайка, докато се успокоят симптомите?Благодаря!Здравейте, Elkastrateva!Препоръчваме Ви да не провеждате самолечение!",0,0,0,0,198
"Възможно е не само да не ги помогнете, но и да влошите състоянието.",0,0,0,0,67
Дали имате инфекция и каква е тя може да диагностицира лекар специалист.,0,0,0,0,72
"ми правиха кюретаж след липса на сърдечен ритъм в 8г.с.Оказа се,че имам вродена тромбофилия.Първият ми цикъл бе на 18.03.(доста оскъден),продължи 7 дни,след няколко дни се появи слуз с кръв за окола 2-3дни.Посетих гинеколог,всичко беше наред,дори и кистата ,която имах я нямаше вече.Имах candida и ми предписаха Gynazol и Flucoric 150 еднократно.На 12.04.",0,0,0,0,355
"беше вторият ми цикъл,но този път доста обилен.Около 7 дни продължи,като 2 дни след менструацията използвах Gynasol-a.След още 2-3дни започна зацапване(розово),което при физически упражнения се засилва,особено днес.Консистенцията беше като на пресечено,като извара,не мога точно да опиша.Притеснявам се,защото продължава вече 4 дни,не е постоянно,но го имам.Дали е възможно да е от хормоните,има ли за какво да се притеснявам?",0,0,0,0,426
"ми правиха кюретаж след липса на сърдечен ритъм в 8г.с.Оказа се,че имам вродена тромбофилия.Първият ми цикъл бе на 18.03.(доста оскъден),продължи 7 дни,след няколко дни се появи слуз с кръв за окола 2-3дни.Посетих гинеколог,всичко беше наред,дори и кистата ,която имах я нямаше вече.Имах candida и ми предписаха Gynazol и Flucoric 150 еднократно.На 12.04.",0,0,0,0,355
"беше вторият ми цикъл,но този път доста обилен.Около 7 дни продължи,като 2 дни след менструацията използвах Gynasol-a.След още 2-3дни започна зацапване(розово),което при физически упражнения се засилва,особено днес.Консистенцията беше като на пресечено,като извара,не мога точно да опиша.Притеснявам се,защото продължава вече 4 дни,не е постоянно,но го имам.Дали е възможно да е от хормоните,има ли за какво да се притеснявам?Здравейте, sisito_85!""Консистенция като на пресечено"" може да е симптом на гъбична инфекция, тоест да не е излекувана напълно инфекцията, която сте имали.",0,0,0,0,580
"Няма течение, а се нацепва кожата...",0,0,0,0,36
Това се получи след раждане.,0,0,0,0,28
"Няма течение, а се нацепва кожата...",0,0,0,0,36
"Това се получи след раждане.Здравейте, Алмира!Нерядко се развива гъбична инфекция в рамките на няколко седмици след раждане.",0,0,0,0,124
"Вагиналната кандидоза може да бъде свързана с хормоналните промени, прием на антибиотици или вагинално раждане.",0,0,0,0,111
Вчера с приятеля ми пихме по едно Итраконазол (трябвя да пием 5 дни по едно) и след два часа някъде правихме секс.,0,0,0,0,114
"Знам, че не трябваше и няма повече да го правим докато трае лечението.",0,0,0,0,70
"Въпросът ми е може ли да ми повлияе на лечението, много съм притеснена, въпреки че беше първият ден на лечение.",0,0,0,0,111
Страх ме е просто дали ще имам пак гъбички след лечението.,0,0,0,0,58
Вчера с приятеля ми пихме по едно Итраконазол (трябвя да пием 5 дни по едно) и след два часа някъде правихме секс.,0,0,0,0,114
"Знам, че не трябваше и няма повече да го правим докато трае лечението.",0,0,0,0,70
"Въпросът ми е може ли да ми повлияе на лечението, много съм притеснена, въпреки че беше първият ден на лечение.Здравейте, Kiki87!Следвайте предписанието на лекаря за терапевтичната схема и продължителност на лечение.",0,0,0,0,216
"Преди започваше с болка в първия ден и нормално течение, а напоследък преди първия ден с нормално течение и болка започва едно леко зацапване ден два преди същинското начало.",0,0,0,0,174
"При преглед от гинеколог с ултразвук се установи, че нямам поликистозни яйчници, цитонамазката е добре, направиха ми и хормонални изследвания на 5-ти ден от началото на цикъл с резултати: LH - 8.49 IU/ml (2.12-10.89), FSH 8.45 IU/ml (3.85-8.78), Estradiol 48.45 pg/ml (22.4-115), Testosteron 0.37 ng/ml (0.05-0.73).Въпросът ми е има ли нещо притеснително в това първоначално зацапване, защото четох в интернет, че се дължало на хормонален дисбаланс, а според референтните стойности на изследванията излиза, че като цяло нещата са ок.",0,0,0,0,533
"Освен това имам и TSH, който винаги върви в горните граници, а понякога ги и минава - средно е около 5, но останалите тироидни хормони са наред, антитела и ултразук на щитовидна жлеза показаха нормално състояние и лекарите не са ми назначили терапия с хормони.",0,0,0,0,260
"Преди започваше с болка в първия ден и нормално течение, а напоследък преди първия ден с нормално течение и болка започва едно леко зацапване ден два преди същинското начало.",0,0,0,0,174
"При преглед от гинеколог с ултразвук се установи, че нямам поликистозни яйчници, цитонамазката е добре, направиха ми и хормонални изследвания на 5-ти ден от началото на цикъл с резултати: LH - 8.49 IU/ml (2.12-10.89), FSH 8.45 IU/ml (3.85-8.78), Estradiol 48.45 pg/ml (22.4-115), Testosteron 0.37 ng/ml (0.05-0.73).Въпросът ми е има ли нещо притеснително в това първоначално зацапване, защото четох в интернет, че се дължало на хормонален дисбаланс, а според референтните стойности на изследванията излиза, че като цяло нещата са ок.",0,0,0,0,533
"Освен това имам и TSH, който винаги върви в горните граници, а понякога ги и минава - средно е около 5, но останалите тироидни хормони са наред, антитела и ултразук на щитовидна жлеза показаха нормално състояние и лекарите не са ми назначили терапия с хормони.Здравейте, junona_91!Зацапване преди менструация обикновено не е повод за притеснение и невинаги има здравословна причина.",0,0,0,0,382
"Въпреки това, зацапването понякога може да е индикация за хормонални промени в тялото, ендометриоза, миома, полипи, перименопауза, намалена функция на щитовидната жлеза и др., може да се появи в първите няколко месеца на прием на противозачатъчни таблетки.Счита се, че зацапване три или по-малко дни преди менструация е нормално.",0,0,0,0,329
"Но ако забележите зацапване четири или повече дни преди менструация или други симптоми (например необичайна миризма, необичайно вагинално течение, необяснима треска или умора) е необходимо да се консултирате с акушер-гинеколог отново.При Вас стойностите на половите хормони са в норма.",0,0,0,0,285
"Възможно ли е да се зарази човек от тоалетната чиния например, ако се е използвала от някой с гъбички?",0,0,0,0,102
"Възможно ли е да се зарази човек от тоалетната чиния например, ако се е използвала от някой с гъбички?Здравейте, vanya_an89!Не може да се заразите с гъбички от тоалетна седалка.",0,0,0,0,177
"Ходих тогава на гинеколог, но не откриха нищо притеснително, поради което не последва и лечение.",0,0,0,0,96
"Реших да не прибягвам към медикаменти и да вземам билкови добавки, спрях се на билките Витекс и Бял равнец.",0,0,0,0,107
"Донякъде овладях положението, като през миналата година само 2-3 месеца ми се беше появило същото течение, но 1-2 дни преди цикъла.",0,0,0,0,131
"След като свърших с приема на тези билки, си направих почивка от няколко месеца, и до миналия месец тази година приемах Див ям.",0,0,0,0,127
"Но и с него приключих и си направих 1-2 седмици почивка.И стигаме до сегашното положение - от 16-ти до 20-ти март отново ми се появи кафяво към черно течение,особено след ходене по малка нужда, включително и черна съсирена кръв понякога.",0,0,0,0,237
Няма никаква миризма.,0,0,0,0,21
Имам леки спазми както преди цикъл.,0,0,0,0,35
"От 21-ви до 23-ти март нямах нищо, но от 24-ти до днес включително отново ми се появи същото и започнах да се притеснявам...",0,0,0,0,124
По принцип трябва да ми дойде редовния цикъл на 29-ти или 30-ти март.,0,0,0,0,69
"Да уточня, че откакто се появиха тези проблеми, не водя полов живот.Да поясня, че поради пандемичната обстановка и наличието на възрастни покрай мен признавам, че ме е страх да ходя по болници и лекари, защото изживяхме ужаса на Корона вируса и не искам отново да го изживеем.Затова моля за съвет има ли начин да се лекува с билки или е необходимо посещението на лекар ?",0,0,0,0,370
Преди една седмица без видима причина получих силен дискомфорт в интимната област.,0,0,0,0,82
"Изразяваше се в често уриниране и парене непосредствено след ходенето по малка нужда, а не по време на уринирането.",0,0,0,0,115
"Позивите бяха на чести интервали, а дразненето и паренето се засили.",0,0,0,0,68
"Започнах да пия хапчета с червена боровинка и чай мечо грозде по препоръка на личната лекарка(имаше съмнение за цистит).Парене и дискомфорт все още имам, вече не толкова силно, но не е изчезнало напълно.",0,0,0,0,203
"Нямам позиви за често уриниране, нито парене след това.",0,0,0,0,55
"Обаче по тоалетната хартия забелязвам секрет подобен на сопол(извинявам се, но на това ми прилича).",0,0,0,0,99
"Секрета е гъст, бял, без миризма, нямам сърбеж, но още усещам дискомфорт и леко парене.",0,0,0,0,87
"Очаквам всеки момент цикъла ми и не мога да посетя гинеколог, след това задължително ще направя преглед и изследвания.",0,0,0,0,118
"Но може ли да ми кажете от какво може да е този гъст, лепкав секрет?",0,0,0,0,68
"Ходих тогава на гинеколог, но не откриха нищо притеснително, поради което не последва и лечение.",0,0,0,0,96
"Реших да не прибягвам към медикаменти и да вземам билкови добавки, спрях се на билките Витекс и Бял равнец.",0,0,0,0,107
"Донякъде овладях положението, като през миналата година само 2-3 месеца ми се беше появило същото течение, но 1-2 дни преди цикъла.",0,0,0,0,131
"След като свърших с приема на тези билки, си направих почивка от няколко месеца, и до миналия месец тази година приемах Див ям.",0,0,0,0,127
"Но и с него приключих и си направих 1-2 седмици почивка.И стигаме до сегашното положение - от 16-ти до 20-ти март отново ми се появи кафяво към черно течение,особено след ходене по малка нужда, включително и черна съсирена кръв понякога.",0,0,0,0,237
Няма никаква миризма.,0,0,0,0,21
Имам леки спазми както преди цикъл.,0,0,0,0,35
"От 21-ви до 23-ти март нямах нищо, но от 24-ти до днес включително отново ми се появи същото и започнах да се притеснявам...",0,0,0,0,124
По принцип трябва да ми дойде редовния цикъл на 29-ти или 30-ти март.,0,0,0,0,69
"Да уточня, че откакто се появиха тези проблеми, не водя полов живот.Да поясня, че поради пандемичната обстановка и наличието на възрастни покрай мен признавам, че ме е страх да ходя по болници и лекари, защото изживяхме ужаса на Корона вируса и не искам отново да го изживеем.Затова моля за съвет има ли начин да се лекува с билки или е необходимо посещението на лекар ?Здравейте,благодарим за обстойното представяне на Вашия случай.",0,0,0,0,433
Интересна би била и възрастта Ви.,0,0,0,0,33
Провели сте доста обширна и щадяща терапия досега.,0,0,0,0,50
Остава въпросът защо вашият организъм тендира към възвръщане на един и същи проблем.,0,0,0,0,84
"Определено си заслужава преглед при гинеколог във Вашия случай, най-малкото за да изключите някои диагнози преди да продължите с Вашата обстойна профилактика, базираща се на алтернативна медицина.",0,0,0,0,196
"Ако отново няма нищо подозрително при гинеколога и се установи хормонален дисбаланс, може да включите и класическата билка бял равнец в гинекологията като лечение.Успех и не се страхувайте от Корона, здравето е не само отсъствие на Корона вирусД-р Яница Раева",0,0,0,0,259
Ако все пак се появят отново подобни симптоми е добре да се пусне сутрешна урина -седимент и микробиология.,0,0,0,0,107
